R0 [km]	frag_bool	Mf [M0]	sigma_Mf[M0]	vel [km/s]	sigma_vel [km/s]	Nfrags	sigma_Nfrags
0.01	1	0.10051524372268134	0.00020259770511235655	0.01394939899613339	0.002664572508865986	7.5625	0.7043392293490403
0.021544346900318832	1	0.10057076162588977	7.429563599703429e-05	0.020935923239303024	0.0028436726534304146	7.1875	1.2854352375751958
0.04641588833612778	1	0.1005742349744342	0.00017115722995409438	0.026118277413910967	0.004831417009590154	5.3125	0.982264602843857
0.1	1	0.12528340139401345	0.016526741430037968	2.462786943695872	2.1034678603671946	3.75	0.82915619758885
0.21544346900318823	1	0.8608294274452668	0.0013212048236211278	18.708701849443344	0.03069259940457987	2.1875	0.5266343608235224
0.46415888336127775	0	0.9620092281326579	0.0	19.722939449675803	0.0	0.0	0.0
1.0	0	0.9852412029989809	0.0	19.93018612127774	0.0	0.0	0.0
2.154434690031882	0	0.9934259813528085	0.0	19.996625787642714	0.0	0.0	0.0
4.6415888336127775	0	0.9969763923744478	0.0	20.024613017876263	0.0	0.0	0.0
10.0	0	0.9985994384477299	0.0	20.037308307956895	0.0	0.0	0.0
